序号,section,题号,单词,音标,释义,Unnamed: 6,Unnamed: 7
2946.0,S82,Q3,vacuous,[ˈvækjuəs],思想贫乏的 having or showing a lack of intelligence or serious thought,,
2947.0,S82,Q4,exculpatory,[ekˈskʌlpəˌtoʊrɪ],申明无罪的；辩解的 tending or serving to exculpate,,
2948.0,S82,Q5,escalate,[ˈɛskəlet],"1.(使)〔战斗、暴力事件或不好的情况〕升级；(使)恶化  if fighting, violence, or a bad situationescalates, or if someone escalates it, it becomes much worse",,
,,,,,"2. (使)升高；(使)增加 to become higher or increase, or to make something do this",,
2949.0,S82,Q5,preclude,[prɪˈklud],阻止  to prevent something from happening,,
2950.0,S82,Q5,diminish,[dɪˈmɪnɪʃ],"使减少; 变少 to become or to cause something to become less in size, importance,etc.",,
2951.0,S82,Q5,prudent,[ˈprʊdnt],谨慎的 having or showing careful good judgment,,
2952.0,S82,Q5,mawkish,[ˈmɔːkɪʃ],伤感的 sad or romantic in a foolish or exaggerated way,,
2953.0,S82,Q5,counterbalance,[ˌkaʊntɚˈbæləns],平衡; 抵消 to balance something by being opposite,,
2954.0,S82,Q5,braggart,[ˈbræɡərt],爱吹牛的 boastful,,
2955.0,S82,Q6,impugn,[ɪmˈpjuːn],指责，抨击 to assail by words or arguments : oppose or attack as false or lacking integrity,,
2956.0,S82,Q6,tout,[taʊt],1.赞扬；吹捧 to praise something or someone in order to persuade people that they areimportant or worth a lot,,
,,,,,2.兜售，推销（商品或服务）to try to persuade people to buy your goods or services,,
2957.0,S82,Q7,stridency,[ˈstraɪdənsi],刺耳；尖锐 the quality or state of being strident,,
2958.0,S82,Q7,metamorphose,[ˌmetəˈmɔːrfoʊz],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,especially in a clever or dishonest way—used to show disapprovaldifferent",,
2959.0,S82,Q7,gild,[ɡɪld],1. 给…镀金，给…涂上金色 to cover something with a thin layer of gold or with something thatlooks like gold,,
,,,,,2. to give an attractive but often deceptive appearance to,,
,,,,,3. gild the lily,画蛇添足；作过分的修饰,
2960.0,S82,Q7,wane,[wen],"减弱; 减少 to drease in size, extent, or degree : dwindle",,
2961.0,S82,Q7,palliate,[ˈpælɪet],"缓和 to make the effects of less painful, harmful, or harsh",,
2962.0,S82,Q7,succor,[ˈsʌkə],"救援；援助 aid, help",,
2963.0,S82,Q7,damp,[dæmp],抑制 to make something less strong or active,,
2964.0,S82,Q8,tart,[tɑrt],"(言辞) 尖刻的 marked by a biting, acrimonious, or cutting quality",,
2965.0,S82,Q8,audacious,[ɔˈdeʃəs],大胆的，鲁莽的 very confident and daring,,
2966.0,S82,Q9,rabid,[ˈræbɪd],激进的 having or expressing a very extreme opinion about or interest in something,,
2967.0,S82,Q9,clement,[ˈklɛmənt],1. 温和的 (气候) not too hot or too cold : mild,,
,,,,,2. 仁慈的 inclined to be merciful : lenient,,
2968.0,S82,Q9,tantamount,[ˈtæntəˈmaʊnt],"等同于某事或者某坏事  equivalent in value, significance, or effect",,
2969.0,S82,Q9,condign,[kənˈdaɪn],"(尤指惩罚)适当的; 应得的 deserved, appropriate",,
2970.0,S82,Q10,adversarial,[ˌædvɚˈsɛrɪəl],敌对的 showing dislike or opposition : showing antagonism,,
2971.0,S82,Q10,mercenary,[ˈmɝsənɛri],唯利是图的 caring only about making money,,
2972.0,S82,Q10,antagonistic,[ænˌtæɡəˈnɪstɪk],对立的 involveing two people or sides who oppose each other,,
2973.0,S83,Q1,litigation,[ˈlɪtəˈgeʃən],诉讼 Litigation is the process of fighting or defending a case in a civil court of law.,,
2974.0,S83,Q1,connoisseur,[ˌkɑnəˈsɝ],1. 杂食的 eating both plants and animalsparticular subject,,
2975.0,S83,Q1,clandestine,[klænˈdestɪn],1. 发出嘎嘎声 to make a rapid succession of short sharp noisesbecause it is illegal.,,
2976.0,S83,Q1,xenophobic,[ˌzenəˈfəʊbɪk],"排外的; 有恐外症的  If you describe someone as xenophobic, you disapprove of thembecause they show strong dislike or fear of people from other countries.",,
2977.0,S83,Q1,anarchistic,[ˌænəˈkɪstɪk],无政府主义的 a person who believes that government and laws are not necessary,,
2978.0,S83,Q2,intricate,[ˈɪntrɪkət],1. 复杂精细的 having many complexly interrelated parts or elements : complicated,,
,,,,,2. 复杂的  difficult to resolve or analyze,,
2979.0,S83,Q2,pristine,[ˈprɪstin],1. 原始状态的，崭新的 not changed by people : original,,
,,,,,"2. 淳朴的 in perfect condition : completely clean, fresh, neat, etc.",,
2980.0,S83,Q2,parochial,[pəˈrokɪəl],思想偏狭的 limited to only the things that affect your local area,,
2981.0,S83,Q2,heterogeneous,[ˈhɛtərəˈdʒinɪəs],由不同成分形成的 made up of parts that are different,,
2982.0,S83,Q2,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with,,
2983.0,S83,Q3,requisite,[ˈrɛkwəzɪt],"必要的 essential, necessary",,
2984.0,S83,Q3,badger,[ˈbædʒɚ],纠缠 to harass or annoy persistently,,
2985.0,S83,Q3,sway,[swe],"摇摆，波动 to fluctuate or veer between one point, position, or opinion and another",,
2986.0,S83,Q4,nugatory,[ˈnuːɡətɔːri],"无价值的，微不足道的 of little or no consequence : trifling, inconsequential",,
2987.0,S83,Q5,nostalgia,[nəˈstældʒə],乡愁；怀旧之情 homesickness,,
2988.0,S83,Q5,solitude,[ˈsɑlətud],独处 the quality or state of being alone or remote from society : seclusion,,
2989.0,S83,Q5,tedium,[ˈtidɪəm],沉闷；单调乏味 the quality or state of being tedious or boring,,
2990.0,S83,Q7,reserved,[rɪˈzɝvd],1. 矜持的 not openly expressing feelings or opinions,,
,,,,,2. 话不多的 restrained in words and actions,,
2991.0,S83,Q7,ingenuous,[ɪnˈdʒɛnjuəs],"阅历浅的，纯朴的，坦诚率直的 an ingenuous person is simple, trusting, and honest,especially because they have not had much experience of life",,
2992.0,S83,Q8,solitude,[ˈsɑlətud],独处 the quality or state of being alone or remote from society : seclusion,,
2993.0,S83,Q8,panacea,[ˌpænəˈsiːə],万能药 a remedy for all ills or difficulties : cure-all,,
2994.0,S83,Q8,placebo,[pləˈsibo],安慰剂 something tending to soothe,,
2995.0,S83,Q9,upheaval,[ʌpˈhiːvl],"动乱 a major change or period of change that causes a lot of conflict, confusion, anger,etc.",,
2996.0,S83,Q9,exorbitance,[ɪgˈzɔːbətəns],过度；不当 an exorbitant action or procedure,,
2997.0,S83,Q9,affluence,[ˈæflʊəns],"富裕 profusion, wealth",,
2998.0,S83,Q9,opulence,[ˈɑpjələns],"1. 丰富 abundance, profusion",,
,,,,,"2. 富裕 wealth, affluence",,
2999.0,S83,Q10,exacting,[ɪɡˈzæktɪŋ],"费劲的; 严苛的 requiring much time, attention, or effort from someone : very difficult ordemanding",,
3000.0,S83,Q10,obscure,[əbˈskjʊr],1. 复杂难懂的 difficult to understand,,
,,,,,"1. 易受伤害的 easily hurt or harmed physically mentally, or emotionally3. 使……模糊不清 to make dark, dim, or indistinct",,
3001.0,S83,Q10,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with,,
3002.0,S83,Q10,opaque,[oˈpek],1. 难理解的 difficult to understand  or explain,,
,,,,,2. 不透光的 not letting light through : not transparent,,
3003.0,S84,Q1,list,[lɪst],斜的 a deviation from the vertical : tilt,,
3004.0,S84,Q2,jarring,[ˈdʒɑrɪŋ],不和谐的 to be out of harmony,,
3005.0,S84,Q2,plausible,[ˈplɔzəbl],合理的 reasonable and likely to be true ： credible，believable,,
3006.0,S84,Q2,conciliatory,[kənˈsɪliətɔːri],1. 安抚的 to make someone more friendly or less angry,,
,,,,,2. 调解的 to make compatible : reconcile,,
3007.0,S84,Q3,hidebound,[ˈhaɪdbaʊnd],死板的，保守的 not willing to accept new or different ideas,,
3008.0,S84,Q3,hackneyedness,['hæknɪdnis],老生常谈的; 不新奇的 lacking in freshness or originality,,
3009.0,S84,Q3,burlesque,[bɜːrˈlesk],滑稽 to imitate a humorous or derisive manner : mock,,
3010.0,S84,Q4,repugnant,[rɪˈpʌɡnənt],令人厌恶的 causing a strong feeling of dislike or disgust,,
3011.0,S84,Q4,lament,[ləˈmɛnt],"哀悼，悲叹 to express sorrow, regret, or unhappiness about something",,
3012.0,S84,Q4,execrate,[ˈeksɪˌkreɪt],憎恶 to dislike and criticize someone or something very strongly,,
3013.0,S84,Q4,trivial,[ˈtrɪvɪəl],不重要的 not important,,
3014.0,S84,Q4,altruistic,[ˌæltrʊˈɪstɪk],1. 微温的 lukewarmselfishness,,
3015.0,S84,Q4,monstrous,[ˈmɑnstrəs],1. 巨大的 extremely or unusually large : gigantic,,
,,,,,2. 恐怖的 horrible,,
3016.0,S84,Q5,unbridled,[ʌnˈbraɪdld],不受约束的 not controlled or limited,,
3017.0,S84,Q5,supersede,[ˌsupɚˈsid],代替 to replace someone or something,,
3018.0,S84,Q5,incursion,[ɪnˈkɜːrʒn],侵犯 a sudden invasion or attack,,
3019.0,S84,Q5,obviate,[ˈɑːbvieɪt],"1. 逮捕 arrest, seizesomething",,
3020.0,S84,Q6,belie,[bɪˈlaɪ],1. 掩饰；与…不符 to give a false impression of,,
,,,,,2. 证明…为虚假 to show something to be false or wrong,,
3021.0,S84,Q6,demarcate,[ˈdiːmɑːrkeɪt],划定 to show the limits or edges of something,,
3022.0,S84,Q6,antedate,[ˌæntiˈdeɪt],先于；前于 to be earlier or older than something,,
3023.0,S84,Q6,apocryphal,[əˈpɑːkrɪfl],伪的 of doubtful authenticity : spurious,,
3024.0,S84,Q6,heresy,[ˈhɛrəsi],异端邪说 a belief or opinion that does not agree with the official belief or opinion of aparticular religion,,
3025.0,S84,Q6,rejuvenation,[rɪˌdʒuːvəˈneɪʃn],"恢复活力 to make someone feel or look young, healthy, or energetic again",,
3026.0,S84,Q6,superannuation,[ˌsuːpərˌænjuˈeɪʃn],退休 to retire and pension because of age or infirmity,,
3027.0,S84,Q6,senescence,[sɪˈnesns],衰老 the state of being old,,
3028.0,S84,Q7,daunting,[dɔːntɪŋ],使人畏缩的 tending to make people afraid or less confident : very difficult to do or dealwith,,
3029.0,S84,Q7,opportune,[ˌɑːpərˈtuːn],适当的; 适时的 suitable or right for a particular situation,,
3030.0,S84,Q8,consolidate,[kənˈsɑlɪdet],巩固，加强 to make firm or secure : strengthen,,
3031.0,S84,Q9,prodigious,[prəˈdɪdʒəs],1. 给人印象深刻的 amazing or wonderful : very impressive,,
,,,,,2. 巨大的 enormous,,
3032.0,S84,Q9,fastidious,[fæˈstɪdɪəs],1. 极其注重细节的 very careful about how you do something,,
,,,,,2. 难以取悦的 hard to please,,
3033.0,S84,Q9,picky,[ˈpɪki],"挑剔的；吹毛求疵的 fussy, choosy",,
3034.0,S84,Q9,voracious,[vəˈreɪʃəs],贪婪的，贪吃的 having a huge appetite : ravenous,,
3035.0,S84,Q9,omnivorous,[ɑmˈnɪvərəs],1. 杂食的 eating both plants and animals,,
,,,,,2. 什么都读的 eager to learn about many different things,,
3036.0,S84,Q10,slippery,[ˈslɪpəri],狡猾的 not to be trusted : tricky,,
3037.0,S84,Q10,elusive,[ɪˈlusɪv],1. 难以捕捉的 hard to find or capture,,
,,,,,"2. 难以理解的 hard to understand, define, or remember",,
3038.0,S84,Q10,futile,[ˈfjʊtaɪl],无用的，无效的 having no result or effect : pointless or useless,,
3039.0,S85,Q1,sham,[ʃæm],"假的 not real : false, feigned",,
3040.0,S85,Q1,fissure,[ˈfɪʃɚ],"裂开；分裂 crack, divide",,
3041.0,S85,Q2,laud,[lɔːd],"赞美；称赞 praise, acclaim",,
3042.0,S85,Q2,excoriate,[ˌeksˈkɔːrieɪt],严厉批评 to criticize someone or something very harshly,,
3043.0,S85,Q3,lambast,[læm'best],严厉批评 to criticize someone or something very harshly : censure,,
3044.0,S85,Q4,inertia,[ɪˈnɝʃə],"惰性，迟钝 indisposition to motion, exertion, or change : inertness",,
3045.0,S85,Q5,vanish,[ˈvænɪʃ],消失 to pass quickly from sight : disappear,,
3046.0,S85,Q5,paucity,[ˈpɔːsəti],缺乏，少量 a small number of something,,
3047.0,S85,Q5,provenance,[ˈprɑːvənəns],"出处，起源 origin, source",,
3048.0,S85,Q5,standstill,[ˈstændstɪl],停止 a state in which all activity or motion is stopped,,
3049.0,S85,Q6,transient,[ˈtrænzɪrnt],短暂的 not lasting long,,
3050.0,S85,Q6,transcendent,[trænˈsɛndənt],卓越的；超常的 far better or greater than what is usual,,
3051.0,S85,Q6,antiquated,[ˈæntɪkwetɪd],古老的; 过时的 very old-fashioned or obsolete,,
3052.0,S85,Q7,plunder,[ˈplʌndɚ],掠夺 to take the goods of by force,": pillage, sack",
3053.0,S85,Q7,glut,[ɡlʌt],"1. 供过于求 supply with an excess of : flood, oversupply",,
,,,,,2. 使…充满 overeat or eat immodestly; make a pig of oneself: ingurgitate,,
3054.0,S85,Q7,hodgepodge,[ˈhɑdʒpɑdʒ],大杂烩 a mixture of different things,,
3055.0,S85,Q7,surfeit,[ˈsɜːrfɪt],过多的，多余的 an overabundant supply : excess,,
3056.0,S85,Q7,modicum,[ˈmɑːdɪkəm],少量，一点点 a small amount,,
3057.0,S85,Q7,dearth,[dɜːrθ],"缺乏，不足 If there is a dearth of something, there is not enough of it.",,
3058.0,S85,Q8,lull,[lʌl],1. 麻痹，使放松警惕   to make someone feel safe and confident so that they are completelysurprised when something bad happens：lull sb into (doing) sth,,
,,,,,"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,especially in a clever or dishonest way—used to show disapproval3.(活动或噪声的)暂停，暂时平静期 a brief time when an action or activity stops",,
3059.0,S85,Q8,sleek,[slik],光滑的 smooth and shiny,,
3060.0,S85,Q8,tenacity,[təˈnæsɪti],执着 very determined and do not give up easily,,
3061.0,S85,Q8,resourcefulness,[rɪ'sɔrsfəlnɪs],足智多谋 able to deal well with new or difficult situations and to find soultions toproblems,,
3062.0,S85,Q9,inconsequential,[ɪnˌkɑːnsɪˈkwenʃl],不重要的; 微不足道的; 无足轻重的 not important,,
3063.0,S85,Q9,capricious,[kəˈprɪʃəs],"反复无常的; 易变的 changing often and quickly : impulsive, unpredicatable",,
3064.0,S85,Q9,strenuous,[ˈstrɛnjuəs],费力的，艰苦的 requiring or showing great energy and effort,,
3065.0,S85,Q10,rehash,[ˌriːˈhæʃ],改作；再处理 to present something again in a slightly different form,,
3066.0,S86,Q1,vulnerable,[ˈvʌlnərəbl],"1. 易受伤害的 easily hurt or harmed physically mentally, or emotionally",,
,,,,,"2. 易受攻击 open to attack, harm, or damage : assailable",,
3067.0,S86,Q2,extol,[ɪkˈstol],颂扬；赞美 to praise highly : glorify,,
3068.0,S86,Q2,deprecate,[ˈdeprəkeɪt],反对；抨击 to criticize or express disapproval of someone or something,,
3069.0,S86,Q3,puncture,[ˈpʌŋktʃɚ],"削弱 to weaken, damage, or destroy suddenly or in a way that causes surprise orembarrassment",,
3070.0,S86,Q3,warp,[wɔrp],曲解 distort,,
3071.0,S86,Q4,putative,[ˈpjuːtətɪv],推定的，假定的 assumed to exist or to have existed,,
3072.0,S86,Q4,partisanship,[ˈpɑːtɪzænʃɪp],1.不易察觉的 hard to notice or see : not obviousthe facts and circumstances: partiality,,
3073.0,S86,Q5,superintendent,[ˌsupərɪnˈtɛndənt],负责人；主管 one who has executive oversight and charge,,
3074.0,S86,Q5,vindication,[ˌvɪndɪˈkeɪʃn],辩护；证明无罪 an act of vindicating : defense,,
3075.0,S86,Q5,grouchiness,['ɡrautʃinis],不高兴，发牢骚 tending to complain about things : having a bad temper,,
3076.0,S86,Q6,indifferent,[ɪnˈdɪfrənt],1. 没兴趣的，冷淡的 marked by a lack of enthusiasm : apathetic,,
,,,,,2. 公正的 marked by impartiality : unbiased,,
3077.0,S86,Q7,acrimony,[ækrɪmoʊni],尖刻，严厉 bitter and angry feelings,,
3078.0,S86,Q7,pertinacity,[ˌpɜːtɪˈnæsəti],"顽固；执拗 adhering resolutely to an opinion, purpose, or design",,
3079.0,S86,Q7,civility,[səˈvɪləti],"礼貌 courtesy, politeness",,
3080.0,S86,Q7,comity,[ˈkɑməti],和谐，友善 friendly social atmosphere : social harmony,,
3081.0,S86,Q8,moribund,[ˈmɔːrɪbʌnd],垂死的; 奄奄一息的 no longer active or effective : close to failure,,
3082.0,S86,Q8,assuming,[əˈsuːmɪŋ],"傲慢的 pretentious, presumptuous",,
3083.0,S86,Q8,check,[tʃɛk],抑制 to restrain or diminish the action or force of,: control,
