section,题号,单词,音标,释义
S83,Q2,parochial,[pəˈrokɪəl],思想偏狭的 limited to only the things that affect your local area
S83,Q2,heterogeneous,[ˈhɛtərəˈdʒinɪəs],由不同成分形成的 made up of parts that are different
S83,Q2,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with
S83,Q3,requisite,[ˈrɛkwəzɪt],"必要的 essential, necessary"
S83,Q3,badger,[ˈbædʒɚ],纠缠 to harass or annoy persistently
S83,Q3,sway,[swe],"摇摆，波动 to fluctuate or veer between one point, position, or opinion and another"
S83,Q4,nugatory,[ˈnuːɡətɔːri],"无价值的，微不足道的 of little or no consequence : trifling, inconsequential"
S83,Q5,nostalgia,[nəˈstældʒə],乡愁；怀旧之情 homesickness
S83,Q5,solitude,[ˈsɑlətud],独处 the quality or state of being alone or remote from society : seclusion
S83,Q5,tedium,[ˈtidɪəm],沉闷；单调乏味 the quality or state of being tedious or boring
S83,Q7,reserved,[rɪˈzɝvd],1. 矜持的 not openly expressing feelings or opinions
,,,,2. 话不多的 restrained in words and actions
S83,Q7,ingenuous,[ɪnˈdʒɛnjuəs],"阅历浅的，纯朴的，坦诚率直的 an ingenuous person is simple, trusting, and honest,"
,,,,especially because they have not had much experience of life
S83,Q8,solitude,[ˈsɑlətud],独处 the quality or state of being alone or remote from society : seclusion
S83,Q8,panacea,[ˌpænəˈsiːə],万能药 a remedy for all ills or difficulties : cure-all
S83,Q8,placebo,[pləˈsibo],安慰剂 something tending to soothe
S83,Q9,upheaval,[ʌpˈhiːvl],"动乱 a major change or period of change that causes a lot of conflict, confusion, anger,"
,,,,etc.
S83,Q9,exorbitance,[ɪgˈzɔːbətəns],过度；不当 an exorbitant action or procedure
S83,Q9,affluence,[ˈæflʊəns],"富裕 profusion, wealth"
S83,Q9,opulence,[ˈɑpjələns],"1. 丰富 abundance, profusion"
,,,,"2. 富裕 wealth, affluence"
S83,Q10,exacting,[ɪɡˈzæktɪŋ],"费劲的; 严苛的 requiring much time, attention, or effort from someone : very difficult or"
,,,,demanding
S83,Q10,obscure,[əbˈskjʊr],1. 复杂难懂的 difficult to understand
,,,,2. 没有名气的 not famous or prominent
,,,,"3. 使……模糊不清 to make dark, dim, or indistinct"
S83,Q10,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with
S83,Q10,opaque,[oˈpek],1. 难理解的 difficult to understand  or explain
,,,,2. 不透光的 not letting light through : not transparent
S84,Q1,list,[lɪst],斜的 a deviation from the vertical : tilt
S84,Q2,jarring,[ˈdʒɑrɪŋ],不和谐的 to be out of harmony
S84,Q2,plausible,[ˈplɔzəbl],合理的 reasonable and likely to be true ： credible，believable
S84,Q2,conciliatory,[kənˈsɪliətɔːri],1. 安抚的 to make someone more friendly or less angry
,,,,2. 调解的 to make compatible : reconcile
S84,Q3,hidebound,[ˈhaɪdbaʊnd],死板的，保守的 not willing to accept new or different ideas
S84,Q3,hackneyedness,['hæknɪdnis],老生常谈的; 不新奇的 lacking in freshness or originality
S84,Q3,burlesque,[bɜːrˈlesk],滑稽 to imitate a humorous or derisive manner : mock
S84,Q4,repugnant,[rɪˈpʌɡnənt],令人厌恶的 causing a strong feeling of dislike or disgust
S84,Q4,lament,[ləˈmɛnt],"哀悼，悲叹 to express sorrow, regret, or unhappiness about something"
S84,Q4,execrate,[ˈeksɪˌkreɪt],憎恶 to dislike and criticize someone or something very strongly
S84,Q4,trivial,[ˈtrɪvɪəl],不重要的 not important
S84,Q4,altruistic,[ˌæltrʊˈɪstɪk],利他的，无私的 feelings and behavior that show a desire to help other people and a lack of
,,,,selfishness
S84,Q4,monstrous,[ˈmɑnstrəs],1. 巨大的 extremely or unusually large : gigantic
,,,,2. 恐怖的 horrible
S84,Q5,unbridled,[ʌnˈbraɪdld],不受约束的 not controlled or limited
S84,Q5,supersede,[ˌsupɚˈsid],代替 to replace someone or something
S84,Q5,incursion,[ɪnˈkɜːrʒn],侵犯 a sudden invasion or attack
S84,Q5,obviate,[ˈɑːbvieɪt],消除; 使...成为不必要  to make something no longer necessary : to prevent or avoid
,,,,something
S84,Q6,belie,[bɪˈlaɪ],1. 掩饰；与…不符 to give a false impression of
,,,,2. 证明…为虚假 to show something to be false or wrong
S84,Q6,demarcate,[ˈdiːmɑːrkeɪt],划定 to show the limits or edges of something
S84,Q6,antedate,[ˌæntiˈdeɪt],先于；前于 to be earlier or older than something
S84,Q6,apocryphal,[əˈpɑːkrɪfl],伪的 of doubtful authenticity : spurious
S84,Q6,heresy,[ˈhɛrəsi],异端邪说 a belief or opinion that does not agree with the official belief or opinion of a
,,,,particular religion
S84,Q6,rejuvenation,[rɪˌdʒuːvəˈneɪʃn],"恢复活力 to make someone feel or look young, healthy, or energetic again"
S84,Q6,superannuation,[ˌsuːpərˌænjuˈeɪʃn],退休 to retire and pension because of age or infirmity
S84,Q6,senescence,[sɪˈnesns],衰老 the state of being old
S84,Q7,daunting,[dɔːntɪŋ],使人畏缩的 tending to make people afraid or less confident : very difficult to do or deal
,,,,with
S84,Q7,opportune,[ˌɑːpərˈtuːn],适当的; 适时的 suitable or right for a particular situation
S84,Q8,consolidate,[kənˈsɑlɪdet],巩固，加强 to make firm or secure : strengthen
S84,Q9,prodigious,[prəˈdɪdʒəs],1. 给人印象深刻的 amazing or wonderful : very impressive
,,,,2. 巨大的 enormous
S84,Q9,fastidious,[fæˈstɪdɪəs],1. 极其注重细节的 very careful about how you do something
,,,,2. 难以取悦的 hard to please
S84,Q9,picky,[ˈpɪki],"挑剔的；吹毛求疵的 fussy, choosy"
S84,Q9,voracious,[vəˈreɪʃəs],贪婪的，贪吃的 having a huge appetite : ravenous
S84,Q9,omnivorous,[ɑmˈnɪvərəs],1. 杂食的 eating both plants and animals
,,,,2. 什么都读的 eager to learn about many different things
S84,Q10,slippery,[ˈslɪpəri],狡猾的 not to be trusted : tricky
S84,Q10,elusive,[ɪˈlusɪv],1. 难以捕捉的 hard to find or capture
,,,,"2. 难以理解的 hard to understand, define, or remember"
S84,Q10,futile,[ˈfjʊtaɪl],无用的，无效的 having no result or effect : pointless or useless
S85,Q1,sham,[ʃæm],"假的 not real : false, feigned"
S85,Q1,fissure,[ˈfɪʃɚ],"裂开；分裂 crack, divide"
S85,Q2,laud,[lɔːd],"赞美；称赞 praise, acclaim"
S85,Q2,excoriate,[ˌeksˈkɔːrieɪt],严厉批评 to criticize someone or something very harshly
S85,Q3,lambast,[læm'best],严厉批评 to criticize someone or something very harshly : censure
S85,Q4,inertia,[ɪˈnɝʃə],"惰性，迟钝 indisposition to motion, exertion, or change : inertness"
S85,Q5,vanish,[ˈvænɪʃ],消失 to pass quickly from sight : disappear
S85,Q5,paucity,[ˈpɔːsəti],缺乏，少量 a small number of something
S85,Q5,provenance,[ˈprɑːvənəns],"出处，起源 origin, source"
S85,Q5,standstill,[ˈstændstɪl],停止 a state in which all activity or motion is stopped
S85,Q6,transient,[ˈtrænzɪrnt],短暂的 not lasting long
S85,Q6,transcendent,[trænˈsɛndənt],卓越的；超常的 far better or greater than what is usual
S85,Q6,antiquated,[ˈæntɪkwetɪd],古老的; 过时的 very old-fashioned or obsolete
S85,Q7,plunder,[ˈplʌndɚ],掠夺 to take the goods of by force
S85,Q7,glut,[ɡlʌt],"1. 供过于求 supply with an excess of : flood, oversupply"
,,,,2. 使…充满 overeat or eat immodestly; make a pig of oneself: ingurgitate
S85,Q7,hodgepodge,[ˈhɑdʒpɑdʒ],大杂烩 a mixture of different things
S85,Q7,surfeit,[ˈsɜːrfɪt],过多的，多余的 an overabundant supply : excess
S85,Q7,modicum,[ˈmɑːdɪkəm],少量，一点点 a small amount
S85,Q7,dearth,[dɜːrθ],"缺乏，不足 If there is a dearth of something, there is not enough of it."
S85,Q8,lull,[lʌl],
,,,,surprised when something bad happens：lull sb into (doing) sth
,,,,
,,,,3.(活动或噪声的)暂停，暂时平静期 a brief time when an action or activity stops
S85,Q8,sleek,[slik],光滑的 smooth and shiny
S85,Q8,tenacity,[təˈnæsɪti],执着 very determined and do not give up easily
S85,Q8,resourcefulness,[rɪ'sɔrsfəlnɪs],
,,,,problems
S85,Q9,inconsequential,[ɪnˌkɑːnsɪˈkwenʃl],不重要的; 微不足道的; 无足轻重的 not important
S85,Q9,capricious,[kəˈprɪʃəs],"反复无常的; 易变的 changing often and quickly : impulsive, unpredicatable"
S85,Q9,strenuous,[ˈstrɛnjuəs],费力的，艰苦的 requiring or showing great energy and effort
S85,Q10,rehash,[ˌriːˈhæʃ],改作；再处理 to present something again in a slightly different form
S86,Q1,vulnerable,[ˈvʌlnərəbl],"1. 易受伤害的 easily hurt or harmed physically mentally, or emotionally"
,,,,"2. 易受攻击 open to attack, harm, or damage : assailable"
S86,Q2,extol,[ɪkˈstol],颂扬；赞美 to praise highly : glorify
S86,Q2,deprecate,[ˈdeprəkeɪt],反对；抨击 to criticize or express disapproval of someone or something
S86,Q3,puncture,[ˈpʌŋktʃɚ],"削弱 to weaken, damage, or destroy suddenly or in a way that causes surprise or"
,,,,embarrassment
S86,Q3,warp,[wɔrp],曲解 distort
S86,Q4,putative,[ˈpjuːtətɪv],推定的，假定的 assumed to exist or to have existed
S86,Q4,partisanship,[ˈpɑːtɪzænʃɪp],盲目支持/偏袒 Partisanship is support for a person or group without fair consideration of
,,,,the facts and circumstances: partiality
S86,Q5,superintendent,[ˌsupərɪnˈtɛndənt],负责人；主管 one who has executive oversight and charge
S86,Q5,vindication,[ˌvɪndɪˈkeɪʃn],辩护；证明无罪 an act of vindicating : defense
S86,Q5,grouchiness,['ɡrautʃinis],不高兴，发牢骚 tending to complain about things : having a bad temper
S86,Q6,indifferent,[ɪnˈdɪfrənt],1. 没兴趣的，冷淡的 marked by a lack of enthusiasm : apathetic
,,,,2. 公正的 marked by impartiality : unbiased
S86,Q7,acrimony,[ækrɪmoʊni],尖刻，严厉 bitter and angry feelings
S86,Q7,pertinacity,[ˌpɜːtɪˈnæsəti],"顽固；执拗 adhering resolutely to an opinion, purpose, or design"
S86,Q7,civility,[səˈvɪləti],"礼貌 courtesy, politeness"
S86,Q7,comity,[ˈkɑməti],和谐，友善 friendly social atmosphere : social harmony
S86,Q8,moribund,[ˈmɔːrɪbʌnd],垂死的; 奄奄一息的 no longer active or effective : close to failure
S86,Q8,assuming,[əˈsuːmɪŋ],"傲慢的 pretentious, presumptuous"
S86,Q8,check,[tʃɛk],抑制 to restrain or diminish the action or force of
S86,Q8,downplay,[ˌdaʊnˈple],不予重视 to make something seem smaller or less important
S86,Q9,vilify,[ˈvɪlɪfaɪ],
S86,Q9,stymie,[ˈstaɪmi],阻挠，妨碍 to present an obstacle to
S86,Q9,aggrieve,[əˈgriːv],使痛苦 to give pain or trouble to : distress
S86,Q9,circumvent,[ˌsɜːrkəmˈvent],
,,,,especially in a clever or dishonest way—used to show disapproval
,,,,
,,,,travelling
S86,Q10,provocative,[prəˈvɑkətɪv],
,,,,book .
,,,,
,,,,people react angrily or argue against it.
S86,Q10,exhilarate,[ɪɡˈzɪləreɪt],使高兴，使振奋 to cause someone to feel very happy and excited
S87,Q1,synthesis,[ˈsɪnθəsɪs],综合 something that is made by combining different things
S87,Q1,conjecture,[kənˈdʒɛktʃɚ],
S87,Q1,accretion,[əˈkriʃən],增加，累积 something that has grown or accumulated slowly
S87,Q2,redundant,[rɪˈdʌndənt],多余的 exceeding what is necessary or normal : superfluous
S87,Q2,anathema,[əˈnæθəmə],令人非常厌恶的事 someone or something that is very strongly disliked
S87,Q2,meretricious,[ˌmerəˈtrɪʃəs],俗气的 attractive in a cheap or false way
S87,Q3,pedestrian,[pəˈdɛstrɪən],"无聊乏味的，没有想象力的 not interesting or unusual : commonplace, unimaginative"
S87,Q3,esoteric,[ˌesəˈterɪk],"深奥的,只有内行才懂的 known and  understood by only a few people  who have special"
,,,,knowledge about something
S87,Q5,sporadically,[spəˈrædɪkli],"零星的 occuring occasionally, singly, or in irregular or random instances"
S87,Q5,mask,[mæsk],掩饰，遮盖 keep something from being known or noticed
S87,Q5,obviate,[ˈɑːbvieɪt],消除; 使...成为不必要  to make something no longer necessary : to prevent or avoid
,,,,something
S87,Q6,relish,[ˈrɛlɪʃ],享受 to enjoy or take pleasure in something
S87,Q6,chaotic,[keˈɑtɪk],混乱的 a state of complete disorder and confusion
S87,Q6,rattle,[ˈrætl],1. 发出嘎嘎声 to make a rapid succession of short sharp noises
,,,,2. 喋喋不休 to chatter incessantly and aimlessly
S87,Q6,bolster,[ˈbolstɚ],增强，支持 to make something stronger or better : to give support to something
S87,Q7,exiguous,[eɡˈzɪɡjuəs],稀少的，不足的 inadequate
S87,Q7,tenuous,[ˈtenjuəs],"1. 脆弱的 not certain, definite, or strong : flimsy, weak, or uncertain"
,,,,2. 稀薄的 very thin
S87,Q7,unrelenting,[ˌʌnrɪˈlɛntɪŋ],"1. 不留情面地坚持的 not softening or yielding in determination : hard, stern"
,,,,2. 不屈不挠的 not letting up or weakening in vigor or pace : constant
S87,Q8,compliment,[ˈkɑmpləmənt],"赞美 an expression of esteem, respect, affection, or admiration; especially : an admiring"
,,,,remark
S87,Q8,paltry,[ˈpɔːltri],1. 少的 very small or too small in amount
,,,,"2. 微不足道的 having little meaning, importance, growth"
S87,Q8,heartfelt,[ˈhɑrtfɛlt],真诚的，衷心的 very sincere : earnest
S87,Q8,meager,[ˈmiːgə],少的 very small or too small in amount
S87,Q8,plausible,[ˈplɔzəbl],合理的 reasonable and likely to be true ： credible，believable
S87,Q9,impartiality,[ˌɪmˌpɑːʃiˈæləti],公平公正 treating all people and groups equally : not partial or biased
S87,Q10,envisage,[ɪnˈvɪzɪdʒ],想象，设想 to picture something in your mind
S88,Q1,bristle,[ˈbrɪsl],发怒 to become angry
S88,Q1,elusive,[ɪˈlusɪv],1. 难以捕捉的 hard to find or capture
,,,,"2. 难以理解的 hard to understand, define, or remember"
S88,Q1,unfathomable,[ʌnˈfæðəməbl],深不可测的，难以理解的 impossible to understand
S88,Q2,sluggish,[ˈslʌɡɪʃ],"缓慢的; 迟钝的 moving slowly or lazily : indolent, torpid"
S88,Q2,obviates,[ˈɔbvi:ˌeɪts],消除; 使...成为不必要  to make something no longer necessary : to prevent or avoid
,,,,something
第 220 页,版权所有，违者必究,,,未经作者允许，禁止任何个人或机构把本词表用于商业目的
S88,Q2,circumvent,[ˌsɜːrkəmˈvent],"1.〔尤指巧妙或不诚实地〕回避，规避〔含贬义〕to avoid a problem or rule that restricts you,"
,,,,especially in a clever or dishonest way—used to show disapproval
,,,,2〔改道〕绕开，避开〔某物〕to avoid something by changing the direction in which you are
,,,,travelling
S88,Q2,perpetuate,[pɚˈpɛtʃuet],使永恒 to make perpetual or cause to last indefinitely
S88,Q3,convergent,[kənˈvɝdʒənt],"会聚的 (of two or more lines, paths, etc) moving towards or meeting at some common"
,,,,point
S88,Q3,disparate,[ˈdɪspərət],迥然不同的 containing or made up of fundamentally different and often incongruous
,,,,elements
S88,Q3,germane,[dʒɝˈmen],有密切关系的 relating to a subject in an appropriate way
S88,Q3,subordinate,[səˈbɔdɪnet],次要的; 从属的 less important than someone or something else
S88,Q4,overwrought,[ˌoʊvərˈrɔːt],"极度情绪化的，神经很紧张的，十分忧虑的 very upset, nervous, and worried ；deeply agitated"
,,,,especially from emotion
S88,Q4,panegyric,[ˌpænəˈdʒɪrɪk],颂词，赞颂 formal or elaborate praise
S88,Q4,calumny,[ˈkæləmni],诽谤；中伤 an untrue statement that is made to damage someone's reputation
